landmark,x, y, z
PCLOrigin,91.09,-2.81,1026.97
femoralCenter,100.03,-25.60,1006.49
greaterTrochanter,157.58,-16.81,1463.67
hipCenter,105.66,-27.14,1464.61
lateralCondyle,129.58,-21.71,999.46
lateralEpicondyle,145.24,-16.39,1026.88
lateralPosteriorCondyle,130.46,11.55,1021.85
medialCondyle,72.16,-15.34,997.51
medialEpicondyle,56.57,-13.16,1024.90
medialPosteriorCondyle,72.47,18.37,1019.45
medialSulcus,56.32,-7.14,1022.79
midfemurCenter,122.96,-37.18,1244.49
whitesideReference,97.40,-40.67,1015.80
