landmark,x, y, z
hipCenter,-74.37,8.73,-172.61
greaterTrochanter,-135.26,25.01,-169.73
femoralCenter,-88.05,14.56,-627.10
whitesideReference,-89.58,-3.79,-610.20
lateralCondyle,-111.82,28.58,-632.11
medialCondyle,-59.23,22.61,-639.54
lateralPosteriorCondyle,-108.69,60.77,-607.35
medialPosteriorCondyle,-53.62,55.41,-613.08
midfemurCenter,-103.00,11.95,-394.64
PCLOrigin,-70.01,39.28,-603.38
lateralEpicondyle,-129.52,32.47,-603.88
medialSulcus,-38.57,25.83,-612.81
medialEpicondyle,-37.63,17.75,-608.76
