landmark,x, y, z
hipCenter,-92.47,-15.15,1472.54
greaterTrochanter,-143.08,-4.24,1468.81
femoralCenter,-72.87,4.52,1059.01
whitesideReference,-69.27,-11.97,1071.40
lateralCondyle,-95.36,5.77,1053.01
medialCondyle,-52.15,21.83,1051.01
lateralPosteriorCondyle,-105.13,32.45,1073.73
medialPosteriorCondyle,-60.34,49.83,1074.07
midfemurCenter,-98.72,-17.30,1267.99
PCLOrigin,-69.51,25.99,1079.09
lateralEpicondyle,-112.75,7.95,1076.59
medialSulcus,-40.15,29.93,1077.85
medialEpicondyle,-37.08,23.91,1080.75
