landmark,x, y, z
PCLOrigin,-61.94,-87.33,897.26
femoralCenter,-68.24,-110.31,876.10
greaterTrochanter,-141.86,-120.98,1312.71
hipCenter,-92.41,-151.50,1311.40
lateralCondyle,-98.24,-106.21,868.85
lateralEpicondyle,-116.41,-104.69,894.01
lateralPosteriorCondyle,-103.12,-78.14,892.27
medialCondyle,-42.34,-99.84,867.85
medialEpicondyle,-23.19,-96.18,898.53
medialPosteriorCondyle,-46.54,-64.59,894.04
medialSulcus,-26.02,-87.90,896.01
midfemurCenter,-104.82,-139.54,1102.83
whitesideReference,-67.99,-130.63,890.24
