landmark,x, y, z
hipCenter,-101.36,-49.42,846.43
greaterTrochanter,-151.02,-22.89,851.43
femoralCenter,-97.32,-17.35,429.89
whitesideReference,-101.92,-41.16,443.71
lateralCondyle,-118.06,-8.57,424.89
medialCondyle,-69.05,-17.34,422.39
lateralPosteriorCondyle,-112.61,22.57,445.66
medialPosteriorCondyle,-58.73,12.19,446.11
midfemurCenter,-120.97,-39.42,619.25
PCLOrigin,-80.92,-1.45,452.96
lateralEpicondyle,-132.66,0.59,448.88
medialSulcus,-51.04,-14.83,446.39
medialEpicondyle,-52.08,-21.62,449.60
