landmark,x, y, z
hipCenter,-104.51,5.60,1599.97
greaterTrochanter,-160.89,28.19,1604.45
femoralCenter,-110.55,-20.71,1088.99
whitesideReference,-111.76,-43.75,1104.06
lateralCondyle,-134.74,-11.65,1083.51
medialCondyle,-82.60,-11.52,1078.61
lateralPosteriorCondyle,-130.04,20.98,1106.27
medialPosteriorCondyle,-81.79,22.09,1103.60
midfemurCenter,-135.08,-23.14,1351.49
PCLOrigin,-100.37,-1.18,1113.47
lateralEpicondyle,-154.06,-4.55,1113.44
medialSulcus,-63.64,-8.94,1105.42
medialEpicondyle,-62.79,-15.71,1108.67
