landmark,x, y, z
hipCenter,-82.87,-5.37,1573.20
greaterTrochanter,-128.03,10.59,1589.74
femoralCenter,-102.59,7.55,1125.01
whitesideReference,-105.16,-11.78,1139.51
lateralCondyle,-121.52,17.58,1120.01
medialCondyle,-75.67,12.15,1117.10
lateralPosteriorCondyle,-118.64,48.57,1141.07
medialPosteriorCondyle,-71.07,43.41,1138.32
midfemurCenter,-116.23,2.65,1353.99
PCLOrigin,-89.72,27.73,1145.73
lateralEpicondyle,-137.19,25.68,1143.29
medialSulcus,-61.72,15.35,1141.47
medialEpicondyle,-60.68,9.71,1143.02
