landmark,x, y, z
PCLOrigin,-116.82,-11.00,1009.48
femoralCenter,-130.14,-44.43,999.00
greaterTrochanter,-171.08,61.30,1462.04
hipCenter,-117.44,44.69,1457.19
lateralCondyle,-148.02,-27.84,982.72
lateralEpicondyle,-170.78,-21.35,1014.96
lateralPosteriorCondyle,-145.55,4.35,998.92
medialCondyle,-104.21,-33.38,982.46
medialEpicondyle,-80.42,-39.32,1015.03
medialPosteriorCondyle,-96.12,-1.34,1000.93
medialSulcus,-80.59,-31.79,1011.39
midfemurCenter,-146.54,-3.33,1241.99
whitesideReference,-135.83,-62.89,1025.12
