landmark,x, y, z
PCLOrigin,-48.28,-92.87,1124.84
femoralCenter,-51.14,-114.27,1102.11
greaterTrochanter,-150.91,-148.83,1508.74
hipCenter,-99.22,-150.45,1510.72
lateralCondyle,-74.09,-113.31,1094.26
lateralEpicondyle,-93.88,-106.35,1117.81
lateralPosteriorCondyle,-83.18,-82.76,1117.16
medialCondyle,-30.59,-102.61,1096.09
medialEpicondyle,-14.78,-100.25,1125.38
medialPosteriorCondyle,-38.54,-72.14,1120.61
medialSulcus,-18.00,-93.42,1121.89
midfemurCenter,-95.60,-142.46,1313.08
whitesideReference,-49.77,-133.25,1113.10
