landmark,x, y, z
PCLOrigin,-105.62,27.22,1331.06
femoralCenter,-114.98,9.01,1308.96
greaterTrochanter,-132.92,-16.67,1717.82
hipCenter,-88.29,-27.05,1709.40
lateralCondyle,-135.28,19.54,1303.09
lateralEpicondyle,-152.74,25.41,1328.81
lateralPosteriorCondyle,-135.16,47.83,1325.54
medialCondyle,-87.28,20.59,1301.04
medialEpicondyle,-72.11,13.77,1327.47
medialPosteriorCondyle,-84.12,44.84,1324.60
medialSulcus,-72.66,21.00,1324.51
midfemurCenter,-134.02,-16.08,1515.99
whitesideReference,-115.12,-11.02,1318.36
