landmark,x, y, z
hipCenter,-89.93,17.52,-179.84
greaterTrochanter,-140.22,23.97,-170.68
femoralCenter,-87.54,13.35,-621.88
whitesideReference,-88.97,-7.22,-608.58
lateralCondyle,-114.15,17.18,-628.11
medialCondyle,-61.90,21.33,-629.43
lateralPosteriorCondyle,-115.19,52.82,-605.53
medialPosteriorCondyle,-59.79,55.61,-606.94
midfemurCenter,-110.73,-0.11,-394.39
PCLOrigin,-77.26,35.49,-598.50
lateralEpicondyle,-131.03,26.66,-600.89
medialSulcus,-44.11,31.83,-605.68
medialEpicondyle,-42.78,23.85,-601.51
