landmark,x, y, z
PCLOrigin,-103.22,-144.76,1200.09
femoralCenter,-114.25,-165.67,1178.93
greaterTrochanter,-125.05,-111.38,1572.70
hipCenter,-79.66,-125.02,1571.93
lateralCondyle,-133.66,-162.59,1176.80
lateralEpicondyle,-151.17,-155.69,1201.93
lateralPosteriorCondyle,-136.52,-129.90,1197.36
medialCondyle,-89.36,-154.07,1170.91
medialEpicondyle,-70.52,-154.70,1195.36
medialPosteriorCondyle,-90.34,-125.73,1192.93
medialSulcus,-72.18,-149.39,1192.50
midfemurCenter,-111.07,-156.71,1384.89
whitesideReference,-112.43,-182.76,1192.51
