landmark,x, y, z
PCLOrigin,-69.68,3.14,-362.88
femoralCenter,-77.98,-14.30,-381.27
greaterTrochanter,-96.80,7.20,-24.77
hipCenter,-64.37,-16.69,-25.94
lateralCondyle,-96.64,-10.36,-385.51
lateralEpicondyle,-112.20,-4.77,-362.83
lateralPosteriorCondyle,-98.15,16.25,-366.67
medialCondyle,-56.37,-2.53,-389.36
medialEpicondyle,-42.72,-4.07,-365.06
medialPosteriorCondyle,-60.44,19.97,-369.15
medialSulcus,-43.11,2.03,-367.63
midfemurCenter,-86.44,-22.87,-198.13
whitesideReference,-76.08,-30.68,-369.94
