landmark,x, y, z
hipCenter,-43.10,11.32,-139.76
greaterTrochanter,-99.33,15.27,-137.12
femoralCenter,-86.28,-0.10,-527.11
whitesideReference,-83.20,-18.88,-513.61
lateralCondyle,-108.83,3.47,-530.02
medialCondyle,-64.14,11.15,-537.71
lateralPosteriorCondyle,-109.43,31.08,-507.79
medialPosteriorCondyle,-65.87,37.88,-516.20
midfemurCenter,-82.45,-5.65,-411.57
PCLOrigin,-78.78,18.20,-507.52
lateralEpicondyle,-121.84,6.63,-507.63
medialSulcus,-48.79,14.98,-516.77
medialEpicondyle,-46.91,10.08,-514.55
