landmark,x, y, z
PCLOrigin,-74.12,13.22,-508.51
femoralCenter,-90.89,-6.38,-536.93
greaterTrochanter,-97.38,2.40,-65.18
hipCenter,-56.26,-30.38,-74.08
lateralCondyle,-110.62,5.97,-541.93
lateralEpicondyle,-125.58,15.44,-510.02
lateralPosteriorCondyle,-103.80,37.54,-516.75
medialCondyle,-61.96,-3.02,-546.93
medialEpicondyle,-44.04,-5.75,-512.41
medialPosteriorCondyle,-56.04,30.68,-518.78
medialSulcus,-43.17,1.62,-516.65
midfemurCenter,-96.74,-22.02,-404.44
whitesideReference,-95.43,-27.00,-521.52
