landmark,x, y, z
hipCenter,-79.67,-1.04,-208.59
greaterTrochanter,-133.39,14.86,-209.21
femoralCenter,-59.42,0.46,-626.34
whitesideReference,-59.54,-18.70,-610.78
lateralCondyle,-81.02,10.77,-635.38
medialCondyle,-39.52,11.32,-635.37
lateralPosteriorCondyle,-80.40,37.57,-615.59
medialPosteriorCondyle,-38.72,41.00,-615.10
midfemurCenter,-92.92,-11.25,-415.39
PCLOrigin,-49.98,23.54,-607.43
lateralEpicondyle,-97.42,14.91,-609.27
medialSulcus,-24.15,21.36,-611.72
medialEpicondyle,-21.45,12.03,-607.18
