landmark,x, y, z
hipCenter,-83.94,25.00,1494.32
greaterTrochanter,-133.63,53.43,1502.80
femoralCenter,-96.59,36.41,1063.48
whitesideReference,-100.89,14.66,1081.67
lateralCondyle,-118.32,50.40,1058.51
medialCondyle,-65.45,46.67,1054.51
lateralPosteriorCondyle,-119.50,80.52,1079.51
medialPosteriorCondyle,-63.19,78.97,1078.58
midfemurCenter,-116.30,23.93,1284.49
PCLOrigin,-81.57,59.58,1089.73
lateralEpicondyle,-137.28,53.98,1087.35
medialSulcus,-48.10,47.70,1083.19
medialEpicondyle,-48.08,39.43,1085.35
