landmark,x, y, z
PCLOrigin,111.41,-103.35,980.39
femoralCenter,118.04,-129.07,956.79
greaterTrochanter,150.22,-137.18,1397.98
hipCenter,92.96,-135.44,1392.38
lateralCondyle,142.39,-130.33,952.74
lateralEpicondyle,163.20,-129.71,981.20
lateralPosteriorCondyle,152.65,-96.86,976.94
medialCondyle,96.38,-109.02,944.74
medialEpicondyle,73.17,-105.42,974.19
medialPosteriorCondyle,103.56,-77.10,972.48
medialSulcus,77.57,-98.44,970.92
midfemurCenter,122.20,-146.57,1184.81
whitesideReference,108.20,-148.49,969.09
