landmark,x, y, z
hipCenter,-77.68,-15.20,1451.59
greaterTrochanter,-131.50,-1.02,1449.35
femoralCenter,-84.20,-70.23,1033.81
whitesideReference,-85.41,-87.68,1052.58
lateralCondyle,-109.00,-57.75,1025.72
medialCondyle,-58.26,-58.09,1021.61
lateralPosteriorCondyle,-103.76,-28.26,1044.60
medialPosteriorCondyle,-57.44,-28.93,1041.29
midfemurCenter,-96.51,-50.09,1246.49
PCLOrigin,-73.16,-47.33,1047.97
lateralEpicondyle,-121.42,-51.02,1050.55
medialSulcus,-42.24,-55.07,1046.21
medialEpicondyle,-41.05,-61.38,1051.14
