landmark,x, y, z
PCLOrigin,64.39,-118.18,-792.46
femoralCenter,77.95,-136.19,-811.67
greaterTrochanter,100.86,-134.26,-413.89
hipCenter,61.90,-157.89,-411.02
lateralCondyle,97.16,-130.81,-814.86
lateralEpicondyle,111.84,-121.84,-791.93
lateralPosteriorCondyle,95.71,-99.55,-796.02
medialCondyle,53.07,-127.88,-820.80
medialEpicondyle,37.81,-130.69,-796.11
medialPosteriorCondyle,50.01,-99.83,-798.92
medialSulcus,38.85,-124.87,-798.42
midfemurCenter,87.50,-153.35,-605.81
whitesideReference,76.79,-151.61,-801.14
