landmark,x, y, z
PCLOrigin,-92.68,-118.14,1337.05
femoralCenter,-103.01,-139.92,1314.17
greaterTrochanter,-135.35,-145.14,1750.95
hipCenter,-78.57,-159.65,1749.23
lateralCondyle,-130.54,-130.67,1309.24
lateralEpicondyle,-146.53,-125.35,1338.05
lateralPosteriorCondyle,-128.46,-102.12,1330.07
medialCondyle,-76.44,-127.66,1304.32
medialEpicondyle,-57.20,-133.36,1334.40
medialPosteriorCondyle,-76.81,-98.42,1327.54
medialSulcus,-58.40,-125.55,1330.79
midfemurCenter,-114.35,-159.14,1539.31
whitesideReference,-102.58,-160.48,1323.51
