landmark,x, y, z
PCLOrigin,-91.37,12.63,-178.79
femoralCenter,-101.57,-7.36,-199.49
greaterTrochanter,-140.35,-19.08,232.62
hipCenter,-93.04,-30.75,226.56
lateralCondyle,-125.70,1.72,-204.50
lateralEpicondyle,-137.41,2.06,-177.85
lateralPosteriorCondyle,-124.92,27.24,-183.22
medialCondyle,-75.36,2.92,-209.49
medialEpicondyle,-60.34,2.20,-180.06
medialPosteriorCondyle,-79.18,31.15,-186.18
medialSulcus,-61.45,7.01,-183.37
midfemurCenter,-113.97,-32.31,21.49
whitesideReference,-99.13,-25.43,-187.51
