landmark,x, y, z
hipCenter,-99.21,-8.31,1579.85
greaterTrochanter,-153.04,-3.19,1585.65
femoralCenter,-109.50,-23.78,1120.01
whitesideReference,-108.11,-50.39,1135.67
lateralCondyle,-132.12,-17.68,1114.33
medialCondyle,-78.76,-18.69,1111.01
lateralPosteriorCondyle,-134.85,14.04,1137.71
medialPosteriorCondyle,-80.22,15.20,1138.71
midfemurCenter,-122.96,-32.72,1359.99
PCLOrigin,-95.80,-4.17,1146.15
lateralEpicondyle,-151.81,-9.36,1141.68
medialSulcus,-63.36,-9.42,1139.94
medialEpicondyle,-62.68,-16.83,1144.13
