landmark,x, y, z
hipCenter,-84.84,-15.07,1611.11
greaterTrochanter,-144.35,-2.81,1621.02
femoralCenter,-108.78,-21.77,1165.00
whitesideReference,-105.49,-39.26,1179.42
lateralCondyle,-138.23,-12.80,1158.02
medialCondyle,-73.95,-8.78,1155.01
lateralPosteriorCondyle,-138.81,18.09,1182.70
medialPosteriorCondyle,-76.65,25.85,1182.28
midfemurCenter,-122.48,-28.86,1394.99
PCLOrigin,-97.67,5.00,1191.37
lateralEpicondyle,-153.59,-6.27,1189.51
medialSulcus,-57.85,-4.26,1183.43
medialEpicondyle,-56.35,-9.56,1186.91
