landmark,x, y, z
PCLOrigin,-120.05,9.84,1134.65
femoralCenter,-138.78,-11.87,1111.11
greaterTrochanter,-128.12,27.13,1522.15
hipCenter,-79.20,14.00,1516.16
lateralCondyle,-156.73,0.34,1108.01
lateralEpicondyle,-168.46,7.64,1135.44
lateralPosteriorCondyle,-149.58,31.27,1129.89
medialCondyle,-112.44,-3.81,1101.01
medialEpicondyle,-93.40,-8.58,1125.15
medialPosteriorCondyle,-105.97,26.01,1123.01
medialSulcus,-93.19,-1.81,1123.14
midfemurCenter,-128.21,-7.01,1322.74
whitesideReference,-138.43,-30.66,1125.27
