landmark,x, y, z
PCLOrigin,-71.19,56.25,1169.72
femoralCenter,-82.84,37.18,1150.51
greaterTrochanter,-128.94,44.88,1548.68
hipCenter,-85.42,25.28,1543.94
lateralCondyle,-102.93,46.12,1145.01
lateralEpicondyle,-119.05,54.81,1168.23
lateralPosteriorCondyle,-102.04,75.17,1165.53
medialCondyle,-58.06,41.92,1143.01
medialEpicondyle,-41.75,42.01,1171.29
medialPosteriorCondyle,-54.42,72.83,1165.87
medialSulcus,-42.31,46.93,1168.49
midfemurCenter,-100.93,26.11,1353.75
whitesideReference,-84.71,17.45,1164.30
