landmark,x, y, z
PCLOrigin,-103.26,41.25,-556.76
femoralCenter,-110.72,21.46,-576.87
greaterTrochanter,-146.98,28.53,-165.64
hipCenter,-92.57,25.98,-171.82
lateralCondyle,-129.91,27.00,-581.10
lateralEpicondyle,-147.82,33.01,-557.49
lateralPosteriorCondyle,-135.43,55.98,-562.93
medialCondyle,-88.42,33.92,-584.56
medialEpicondyle,-71.91,35.74,-557.74
medialPosteriorCondyle,-90.76,63.00,-563.23
medialSulcus,-73.91,41.09,-560.59
midfemurCenter,-123.49,11.66,-366.88
whitesideReference,-108.41,2.94,-564.16
