landmark,x, y, z
PCLOrigin,-79.83,6.94,1129.48
femoralCenter,-84.08,-17.53,1108.51
greaterTrochanter,-138.70,-1.70,1546.86
hipCenter,-80.25,-7.71,1542.63
lateralCondyle,-108.89,-14.70,1104.38
lateralEpicondyle,-127.46,-13.61,1131.23
lateralPosteriorCondyle,-120.92,12.90,1123.97
medialCondyle,-58.33,1.23,1098.51
medialEpicondyle,-43.64,3.42,1125.92
medialPosteriorCondyle,-66.19,29.00,1122.35
medialSulcus,-46.20,8.44,1122.24
midfemurCenter,-102.31,-23.75,1332.49
whitesideReference,-79.06,-36.96,1127.21
