landmark,x, y, z
hipCenter,91.85,148.18,-203.49
greaterTrochanter,138.24,156.48,-202.76
femoralCenter,105.75,120.59,-653.96
whitesideReference,106.28,100.30,-632.63
lateralCondyle,131.47,129.77,-659.05
medialCondyle,79.21,131.18,-662.89
lateralPosteriorCondyle,129.73,160.21,-637.64
medialPosteriorCondyle,77.19,161.81,-639.09
midfemurCenter,114.71,127.09,-420.07
PCLOrigin,96.59,141.99,-634.52
lateralEpicondyle,145.92,136.77,-632.89
medialSulcus,63.09,137.59,-637.81
medialEpicondyle,61.05,130.44,-635.01
