landmark,x, y, z
PCLOrigin,141.75,8.82,-691.02
femoralCenter,160.91,-8.87,-707.94
greaterTrochanter,146.15,22.22,-245.39
hipCenter,107.75,-7.32,-251.95
lateralCondyle,183.34,2.15,-714.77
lateralEpicondyle,194.78,12.68,-683.80
lateralPosteriorCondyle,172.62,33.87,-691.34
medialCondyle,132.69,-8.53,-722.80
medialEpicondyle,110.71,-11.44,-695.41
medialPosteriorCondyle,123.04,24.90,-696.37
medialSulcus,110.95,-5.38,-699.38
midfemurCenter,153.10,-10.80,-474.13
whitesideReference,162.97,-27.83,-697.74
