landmark,x, y, z
PCLOrigin,104.39,-126.48,-631.52
femoralCenter,113.56,-151.18,-656.42
greaterTrochanter,148.10,-119.78,-204.97
hipCenter,92.52,-143.21,-204.34
lateralCondyle,140.18,-147.52,-661.49
lateralEpicondyle,156.85,-141.66,-630.82
lateralPosteriorCondyle,140.42,-114.03,-639.47
medialCondyle,89.02,-137.08,-670.50
medialEpicondyle,67.73,-136.92,-640.16
medialPosteriorCondyle,87.17,-103.32,-644.88
medialSulcus,70.29,-130.77,-643.63
midfemurCenter,121.77,-140.15,-421.51
whitesideReference,109.67,-172.78,-637.71
