landmark,x, y, z
PCLOrigin,-112.54,-11.87,957.81
femoralCenter,-130.36,-24.86,939.30
greaterTrochanter,-119.49,-22.67,1330.85
hipCenter,-78.88,-39.06,1316.41
lateralCondyle,-147.25,-14.28,937.51
lateralEpicondyle,-159.50,-4.28,960.42
lateralPosteriorCondyle,-142.73,14.31,956.78
medialCondyle,-105.78,-22.19,928.26
medialEpicondyle,-87.49,-29.90,952.28
medialPosteriorCondyle,-94.28,1.55,951.02
medialSulcus,-86.90,-22.45,949.08
midfemurCenter,-129.84,-37.92,1140.49
whitesideReference,-135.63,-44.38,950.80
