landmark,x, y, z
PCLOrigin,96.23,-106.92,1228.63
femoralCenter,112.58,-128.28,1206.48
greaterTrochanter,129.06,-116.28,1647.13
hipCenter,86.56,-145.51,1644.88
lateralCondyle,133.02,-118.21,1202.41
lateralEpicondyle,149.34,-108.29,1232.13
lateralPosteriorCondyle,124.60,-85.35,1224.74
medialCondyle,83.28,-118.24,1195.44
medialEpicondyle,64.46,-124.97,1225.66
medialPosteriorCondyle,79.63,-87.06,1220.30
medialSulcus,65.34,-117.57,1221.94
midfemurCenter,112.72,-146.54,1432.40
whitesideReference,113.97,-146.18,1217.27
