landmark,x, y, z
hipCenter,-90.55,-39.98,1597.50
greaterTrochanter,-129.49,-12.68,1596.50
femoralCenter,-110.58,-25.53,1201.41
whitesideReference,-107.62,-44.36,1215.59
lateralCondyle,-132.77,-23.80,1196.02
medialCondyle,-89.58,-13.16,1193.08
lateralPosteriorCondyle,-139.74,5.07,1216.83
medialPosteriorCondyle,-92.05,17.14,1217.38
midfemurCenter,-122.21,-43.37,1405.99
PCLOrigin,-104.20,-5.52,1223.56
lateralEpicondyle,-150.56,-21.24,1220.85
medialSulcus,-73.67,-4.43,1219.57
medialEpicondyle,-71.73,-9.78,1222.27
