landmark,x, y, z
PCLOrigin,-86.07,9.63,1331.14
femoralCenter,-93.74,-9.46,1311.00
greaterTrochanter,-135.66,-3.22,1720.68
hipCenter,-89.60,-12.33,1708.15
lateralCondyle,-115.67,-1.58,1304.99
lateralEpicondyle,-134.69,0.50,1329.11
lateralPosteriorCondyle,-117.81,24.97,1324.22
medialCondyle,-70.86,2.74,1302.01
medialEpicondyle,-52.92,0.62,1331.14
medialPosteriorCondyle,-72.10,30.91,1324.56
medialSulcus,-54.14,6.54,1328.14
midfemurCenter,-111.26,-19.23,1515.98
whitesideReference,-92.41,-28.46,1322.67
