landmark,x, y, z
hipCenter,-89.59,6.73,-152.59
greaterTrochanter,-148.89,14.90,-159.48
femoralCenter,-99.51,14.13,-611.87
whitesideReference,-91.23,-2.61,-597.37
lateralCondyle,-126.13,16.72,-616.87
medialCondyle,-76.19,34.95,-621.87
lateralPosteriorCondyle,-136.76,44.84,-592.21
medialPosteriorCondyle,-90.55,65.41,-594.75
midfemurCenter,-106.77,-3.67,-380.64
PCLOrigin,-96.45,42.56,-586.55
lateralEpicondyle,-142.00,11.14,-586.96
medialSulcus,-62.49,48.69,-593.04
medialEpicondyle,-57.45,41.52,-589.67
