landmark,x, y, z
hipCenter,-75.23,-15.41,1545.32
greaterTrochanter,-125.63,9.72,1553.02
femoralCenter,-119.11,-5.85,1090.22
whitesideReference,-123.98,-26.01,1103.82
lateralCondyle,-141.84,8.14,1087.01
medialCondyle,-87.38,0.96,1080.05
lateralPosteriorCondyle,-131.47,35.51,1110.42
medialPosteriorCondyle,-80.15,29.97,1104.88
midfemurCenter,-122.21,-19.59,1324.99
PCLOrigin,-100.86,14.07,1111.98
lateralEpicondyle,-155.54,16.27,1114.49
medialSulcus,-71.46,4.00,1104.51
medialEpicondyle,-71.22,-5.97,1110.03
