landmark,x, y, z
hipCenter,-90.83,6.50,1535.92
greaterTrochanter,-142.46,30.72,1538.38
femoralCenter,-120.16,-28.48,1050.47
whitesideReference,-121.25,-56.36,1071.10
lateralCondyle,-146.21,-16.59,1045.51
medialCondyle,-87.43,-23.79,1039.48
lateralPosteriorCondyle,-141.71,19.20,1071.16
medialPosteriorCondyle,-84.27,14.57,1068.74
midfemurCenter,-130.54,-24.88,1295.49
PCLOrigin,-104.87,-4.77,1082.63
lateralEpicondyle,-167.59,-9.53,1076.92
medialSulcus,-65.07,-19.91,1068.49
medialEpicondyle,-62.49,-27.70,1072.57
