landmark,x, y, z
hipCenter,-61.02,24.82,-75.57
greaterTrochanter,-105.11,40.32,-73.46
femoralCenter,-71.05,32.85,-469.78
whitesideReference,-75.38,12.06,-454.75
lateralCondyle,-90.95,42.50,-472.03
medialCondyle,-47.29,38.79,-477.36
lateralPosteriorCondyle,-81.76,70.38,-452.21
medialPosteriorCondyle,-42.58,65.10,-454.58
midfemurCenter,-84.60,21.50,-266.14
PCLOrigin,-57.02,47.85,-450.77
lateralEpicondyle,-101.91,49.07,-447.37
medialSulcus,-30.93,37.87,-455.07
medialEpicondyle,-30.61,32.21,-452.04
