landmark,x, y, z
PCLOrigin,-93.52,65.98,-518.71
femoralCenter,-103.86,45.75,-540.63
greaterTrochanter,-141.49,50.26,-151.89
hipCenter,-97.82,31.94,-149.39
lateralCondyle,-123.87,51.93,-546.86
lateralEpicondyle,-140.26,56.60,-522.32
lateralPosteriorCondyle,-125.54,81.26,-526.80
medialCondyle,-81.30,56.48,-549.36
medialEpicondyle,-64.62,54.59,-519.46
medialPosteriorCondyle,-79.45,84.33,-528.66
medialSulcus,-65.36,60.45,-523.39
midfemurCenter,-124.44,35.30,-339.38
whitesideReference,-102.66,27.94,-529.42
