landmark,x, y, z
PCLOrigin,-104.52,-28.72,903.63
femoralCenter,-118.75,-43.02,880.90
greaterTrochanter,-139.05,-27.19,1315.07
hipCenter,-99.64,-57.39,1305.60
lateralCondyle,-136.31,-30.26,874.52
lateralEpicondyle,-150.77,-16.32,903.79
lateralPosteriorCondyle,-124.29,0.67,896.15
medialCondyle,-91.34,-43.17,869.51
medialEpicondyle,-73.48,-51.88,898.18
medialPosteriorCondyle,-79.93,-11.62,892.65
medialSulcus,-73.30,-44.32,894.69
midfemurCenter,-128.96,-49.30,1098.49
whitesideReference,-124.82,-62.36,893.64
