landmark,x, y, z
PCLOrigin,91.05,210.42,-544.50
femoralCenter,109.27,191.70,-565.21
greaterTrochanter,133.89,203.12,-76.47
hipCenter,81.22,183.94,-93.79
lateralCondyle,128.18,205.10,-571.43
lateralEpicondyle,146.74,216.57,-543.01
lateralPosteriorCondyle,126.44,236.70,-548.40
medialCondyle,77.39,195.05,-573.68
medialEpicondyle,57.79,192.91,-545.32
medialPosteriorCondyle,69.99,230.02,-549.22
medialSulcus,57.46,199.24,-549.50
midfemurCenter,133.25,184.09,-321.47
whitesideReference,112.01,171.68,-553.29
