landmark,x, y, z
PCLOrigin,-64.09,56.53,-526.63
femoralCenter,-76.23,33.94,-547.39
greaterTrochanter,-114.72,50.55,-132.54
hipCenter,-65.95,35.34,-137.01
lateralCondyle,-94.91,47.43,-552.36
lateralEpicondyle,-111.21,52.35,-528.48
lateralPosteriorCondyle,-93.45,74.37,-534.19
medialCondyle,-53.67,45.68,-556.11
medialEpicondyle,-34.37,41.49,-528.44
medialPosteriorCondyle,-51.47,74.40,-533.65
medialSulcus,-34.60,48.55,-531.50
midfemurCenter,-91.98,26.82,-336.13
whitesideReference,-78.22,17.73,-533.70
