landmark,x, y, z
PCLOrigin,-74.11,69.19,1094.84
femoralCenter,-81.00,48.88,1076.67
greaterTrochanter,-130.91,31.96,1482.32
hipCenter,-81.66,25.01,1479.61
lateralCondyle,-105.14,50.28,1071.51
lateralEpicondyle,-120.11,54.02,1093.22
lateralPosteriorCondyle,-109.27,78.75,1090.05
medialCondyle,-57.28,62.32,1069.30
medialEpicondyle,-43.13,61.85,1093.55
medialPosteriorCondyle,-63.48,88.59,1088.43
medialSulcus,-45.41,70.08,1090.47
midfemurCenter,-95.80,24.01,1283.49
whitesideReference,-79.48,33.46,1086.69
