landmark,x, y, z
hipCenter,-104.55,-30.30,1551.13
greaterTrochanter,-151.28,-29.31,1552.26
femoralCenter,-97.11,-120.16,1171.00
whitesideReference,-94.40,-136.23,1186.71
lateralCondyle,-119.97,-106.56,1162.50
medialCondyle,-74.86,-104.74,1161.52
lateralPosteriorCondyle,-122.81,-84.27,1179.17
medialPosteriorCondyle,-80.73,-78.70,1178.37
midfemurCenter,-118.34,-80.75,1365.49
PCLOrigin,-91.17,-96.28,1187.75
lateralEpicondyle,-133.56,-108.58,1185.83
medialSulcus,-63.89,-98.56,1183.33
medialEpicondyle,-61.73,-106.01,1187.39
