landmark,x, y, z
PCLOrigin,-115.28,-4.10,510.76
femoralCenter,-131.38,-21.61,484.71
greaterTrochanter,-165.72,16.74,961.71
hipCenter,-119.95,-11.81,960.36
lateralCondyle,-155.27,-6.43,481.38
lateralEpicondyle,-171.07,1.16,513.96
lateralPosteriorCondyle,-146.62,25.73,502.84
medialCondyle,-101.29,-22.80,475.12
medialEpicondyle,-82.88,-28.37,508.64
medialPosteriorCondyle,-88.72,10.31,498.79
medialSulcus,-81.29,-22.12,505.79
midfemurCenter,-145.61,-23.97,732.62
whitesideReference,-137.61,-46.03,502.11
