landmark,x, y, z
PCLOrigin,-107.46,33.18,1011.31
femoralCenter,-121.82,7.33,985.17
greaterTrochanter,-149.52,28.44,1449.80
hipCenter,-98.67,11.58,1446.13
lateralCondyle,-149.09,21.05,978.20
lateralEpicondyle,-165.01,23.74,1007.45
lateralPosteriorCondyle,-145.97,50.82,1001.50
medialCondyle,-93.56,17.33,974.00
medialEpicondyle,-69.64,13.74,1004.13
medialPosteriorCondyle,-89.44,50.83,999.88
medialSulcus,-71.03,21.46,1001.55
midfemurCenter,-134.42,-3.45,1224.74
whitesideReference,-123.86,-10.11,998.20
