landmark,x, y, z
PCLOrigin,-73.25,187.14,-535.54
femoralCenter,-87.79,167.78,-558.41
greaterTrochanter,-131.85,201.40,-118.12
hipCenter,-75.79,175.08,-118.20
lateralCondyle,-109.83,173.66,-562.15
lateralEpicondyle,-125.98,185.59,-534.56
lateralPosteriorCondyle,-106.35,209.45,-539.52
medialCondyle,-59.44,173.49,-564.76
medialEpicondyle,-39.82,170.08,-536.20
medialPosteriorCondyle,-54.13,202.34,-544.54
medialSulcus,-40.51,176.58,-539.02
midfemurCenter,-104.33,163.75,-329.67
whitesideReference,-88.88,148.64,-548.12
