landmark,x, y, z
PCLOrigin,-111.87,-2.80,482.83
femoralCenter,-113.96,-22.41,461.89
greaterTrochanter,-164.39,-23.99,857.93
hipCenter,-116.31,-33.37,861.11
lateralCondyle,-134.19,-15.39,456.05
lateralEpicondyle,-154.03,-14.69,479.58
lateralPosteriorCondyle,-141.13,10.21,476.08
medialCondyle,-94.67,-5.97,454.40
medialEpicondyle,-77.12,-6.61,485.06
medialPosteriorCondyle,-101.92,19.95,474.21
medialSulcus,-80.01,-0.05,481.48
midfemurCenter,-135.23,-36.73,666.86
whitesideReference,-110.99,-41.04,476.67
