landmark,x, y, z
PCLOrigin,-96.31,50.87,-539.98
femoralCenter,-111.20,29.33,-562.10
greaterTrochanter,-131.29,37.94,-137.11
hipCenter,-78.87,18.92,-145.01
lateralCondyle,-127.25,40.75,-564.62
lateralEpicondyle,-145.92,46.83,-535.86
lateralPosteriorCondyle,-124.97,70.24,-542.40
medialCondyle,-82.65,37.18,-570.86
medialEpicondyle,-66.04,34.41,-540.52
medialPosteriorCondyle,-83.33,68.68,-545.04
medialSulcus,-67.14,41.65,-544.51
midfemurCenter,-116.86,16.73,-345.89
whitesideReference,-110.52,7.86,-546.95
