landmark,x, y, z
PCLOrigin,-87.17,48.10,-514.90
femoralCenter,-97.93,33.98,-532.43
greaterTrochanter,-127.38,52.31,-135.60
hipCenter,-76.94,47.82,-140.77
lateralCondyle,-116.97,39.29,-536.03
lateralEpicondyle,-131.86,48.03,-510.25
lateralPosteriorCondyle,-114.47,67.11,-515.99
medialCondyle,-78.34,40.73,-542.24
medialEpicondyle,-57.46,36.57,-518.03
medialPosteriorCondyle,-72.62,67.35,-521.74
medialSulcus,-58.89,43.21,-520.75
midfemurCenter,-102.97,20.14,-329.88
whitesideReference,-98.18,12.51,-521.29
