landmark,x, y, z
hipCenter,-78.76,25.59,1549.07
greaterTrochanter,-136.74,39.83,1539.98
femoralCenter,-81.26,26.04,1093.12
whitesideReference,-75.77,3.19,1109.73
lateralCondyle,-109.90,28.62,1085.89
medialCondyle,-57.16,43.35,1083.09
lateralPosteriorCondyle,-117.81,55.84,1109.89
medialPosteriorCondyle,-63.99,74.83,1109.14
midfemurCenter,-99.97,9.03,1329.99
PCLOrigin,-74.86,50.62,1115.22
lateralEpicondyle,-125.40,27.26,1113.26
medialSulcus,-43.05,53.75,1108.29
medialEpicondyle,-39.32,47.12,1111.30
