landmark,x, y, z
PCLOrigin,97.71,-16.19,1365.46
femoralCenter,111.62,-39.84,1343.64
greaterTrochanter,140.53,-15.19,1799.61
hipCenter,84.48,-16.95,1787.35
lateralCondyle,136.01,-30.71,1336.91
lateralEpicondyle,152.37,-24.09,1365.96
lateralPosteriorCondyle,133.75,1.40,1359.20
medialCondyle,83.05,-28.38,1331.88
medialEpicondyle,63.22,-30.73,1361.44
medialPosteriorCondyle,82.86,5.02,1355.03
medialSulcus,64.88,-24.77,1357.71
midfemurCenter,119.92,-43.29,1571.49
whitesideReference,109.66,-58.74,1359.27
