landmark,x, y, z
PCLOrigin,-68.72,35.18,-648.99
femoralCenter,-77.09,11.41,-672.18
greaterTrochanter,-147.63,33.14,-212.55
hipCenter,-87.49,27.79,-211.16
lateralCondyle,-101.74,13.15,-678.59
lateralEpicondyle,-118.00,20.38,-651.59
lateralPosteriorCondyle,-108.90,48.64,-655.30
medialCondyle,-51.32,25.31,-679.52
medialEpicondyle,-34.99,27.06,-648.00
medialPosteriorCondyle,-55.01,58.08,-654.42
medialSulcus,-36.45,33.78,-650.44
midfemurCenter,-101.67,-1.54,-433.63
whitesideReference,-75.85,-8.59,-660.27
