landmark,x, y, z
PCLOrigin,-88.49,18.55,-483.70
femoralCenter,-94.07,-4.72,-506.51
greaterTrochanter,-151.84,6.49,-74.01
hipCenter,-99.87,-2.89,-78.02
lateralCondyle,-119.82,3.27,-513.98
lateralEpicondyle,-139.38,4.01,-487.12
lateralPosteriorCondyle,-125.14,32.60,-490.71
medialCondyle,-68.42,10.76,-516.52
medialEpicondyle,-49.70,10.32,-483.88
medialPosteriorCondyle,-76.24,42.10,-491.81
medialSulcus,-52.41,16.09,-486.05
midfemurCenter,-114.77,-18.16,-285.30
whitesideReference,-88.80,-22.53,-496.20
