landmark,x, y, z
hipCenter,81.70,16.57,1550.37
greaterTrochanter,130.00,35.98,1565.20
femoralCenter,155.12,-23.96,1110.75
whitesideReference,151.57,-43.58,1130.92
lateralCondyle,177.91,-10.31,1105.10
medialCondyle,125.78,-12.34,1095.80
lateralPosteriorCondyle,174.51,21.20,1125.93
medialPosteriorCondyle,120.48,22.71,1121.33
midfemurCenter,144.04,-11.96,1338.50
PCLOrigin,140.89,2.31,1130.95
lateralEpicondyle,193.98,-5.31,1133.86
medialSulcus,106.69,-5.41,1120.43
medialEpicondyle,103.41,-10.91,1123.74
