landmark,x, y, z
hipCenter,-97.29,19.05,1381.58
greaterTrochanter,-141.34,25.77,1377.65
femoralCenter,-95.60,25.03,1011.52
whitesideReference,-91.86,10.07,1023.17
lateralCondyle,-117.12,29.66,1006.56
medialCondyle,-76.81,41.58,1004.41
lateralPosteriorCondyle,-122.98,53.90,1025.00
medialPosteriorCondyle,-82.88,65.13,1023.48
midfemurCenter,-111.53,13.54,1201.49
PCLOrigin,-91.11,48.86,1031.01
lateralEpicondyle,-132.14,30.87,1027.85
medialSulcus,-65.33,47.43,1027.42
medialEpicondyle,-61.90,40.99,1031.66
