landmark,x, y, z
hipCenter,-76.46,41.08,1299.10
greaterTrochanter,-125.11,52.37,1298.92
femoralCenter,-103.40,-59.96,878.97
whitesideReference,-105.19,-76.37,893.32
lateralCondyle,-130.47,-45.77,871.01
medialCondyle,-74.50,-43.54,866.01
lateralPosteriorCondyle,-128.84,-19.56,891.97
medialPosteriorCondyle,-73.00,-17.29,886.73
midfemurCenter,-111.76,-26.00,1093.99
PCLOrigin,-93.55,-36.06,898.81
lateralEpicondyle,-144.38,-45.03,896.71
medialSulcus,-59.88,-43.93,892.13
medialEpicondyle,-57.99,-50.43,897.30
