landmark,x, y, z
PCLOrigin,-54.27,38.28,1031.16
femoralCenter,-62.71,15.71,1007.01
greaterTrochanter,-125.07,1.55,1460.00
hipCenter,-77.85,-13.53,1459.69
lateralCondyle,-82.84,20.10,1002.98
lateralEpicondyle,-96.87,23.13,1027.06
lateralPosteriorCondyle,-84.28,48.40,1022.48
medialCondyle,-42.31,28.98,1000.01
medialEpicondyle,-25.74,28.98,1028.11
medialPosteriorCondyle,-43.42,56.16,1021.70
medialSulcus,-27.16,34.27,1025.05
midfemurCenter,-69.35,0.84,1119.99
whitesideReference,-61.63,-3.79,1020.44
