landmark,x, y, z
PCLOrigin,-77.13,13.38,-612.91
femoralCenter,-88.48,-7.57,-635.69
greaterTrochanter,-136.92,56.59,-218.91
hipCenter,-91.62,26.94,-221.16
lateralCondyle,-111.76,2.11,-643.83
lateralEpicondyle,-131.06,8.72,-614.41
lateralPosteriorCondyle,-110.12,33.99,-618.12
medialCondyle,-61.67,1.51,-645.06
medialEpicondyle,-44.39,-4.08,-612.72
medialPosteriorCondyle,-62.99,32.81,-619.39
medialSulcus,-45.04,3.06,-616.72
midfemurCenter,-96.41,-13.79,-546.94
whitesideReference,-90.54,-28.13,-619.75
