landmark,x, y, z
PCLOrigin,72.80,-108.65,1155.97
femoralCenter,78.49,-128.19,1135.32
greaterTrochanter,126.48,-142.44,1557.43
hipCenter,77.25,-156.14,1553.02
lateralCondyle,98.40,-125.08,1129.32
lateralEpicondyle,115.71,-122.41,1154.32
lateralPosteriorCondyle,102.72,-97.08,1149.42
medialCondyle,59.41,-118.08,1127.39
medialEpicondyle,42.47,-114.55,1154.32
medialPosteriorCondyle,61.99,-89.25,1149.63
medialSulcus,45.18,-109.09,1151.49
midfemurCenter,96.44,-152.62,1350.06
whitesideReference,75.37,-148.29,1147.17
