landmark,x, y, z
PCLOrigin,70.72,-147.57,-496.44
femoralCenter,79.68,-171.17,-516.79
greaterTrochanter,116.50,-131.32,-146.22
hipCenter,69.11,-136.80,-147.00
lateralCondyle,104.84,-165.73,-522.79
lateralEpicondyle,117.41,-163.69,-498.53
lateralPosteriorCondyle,103.81,-137.70,-502.39
medialCondyle,57.06,-159.14,-524.76
medialEpicondyle,39.88,-158.97,-495.97
medialPosteriorCondyle,60.16,-129.00,-503.63
medialSulcus,41.72,-151.65,-499.60
midfemurCenter,93.91,-173.96,-326.81
whitesideReference,77.62,-188.97,-501.96
