landmark,x, y, z
hipCenter,-91.63,-1.17,133.09
greaterTrochanter,-160.44,24.55,139.31
femoralCenter,-135.29,23.10,-341.07
whitesideReference,-137.10,-5.41,-326.22
lateralCondyle,-158.54,30.13,-344.80
medialCondyle,-106.19,32.29,-352.01
lateralPosteriorCondyle,-153.16,64.87,-320.85
medialPosteriorCondyle,-101.34,65.85,-324.39
midfemurCenter,-146.52,7.42,-95.01
PCLOrigin,-119.18,46.96,-314.53
lateralEpicondyle,-176.39,34.38,-316.80
medialSulcus,-83.02,34.48,-325.91
medialEpicondyle,-81.27,26.38,-321.44
