landmark,x, y, z
PCLOrigin,-86.93,-107.52,-565.42
femoralCenter,-87.07,-133.32,-585.79
greaterTrochanter,-157.16,-157.88,-161.91
hipCenter,-106.80,-150.95,-156.69
lateralCondyle,-110.44,-133.36,-592.75
lateralEpicondyle,-126.93,-138.81,-567.08
lateralPosteriorCondyle,-124.87,-107.04,-570.49
medialCondyle,-70.65,-110.30,-594.79
medialEpicondyle,-53.66,-105.65,-564.68
medialPosteriorCondyle,-81.42,-83.97,-572.42
medialSulcus,-57.84,-99.78,-568.23
midfemurCenter,-109.49,-149.78,-364.81
whitesideReference,-80.06,-147.00,-572.56
